date,sunrise,sunset,solar_noon,day_length,civil_twilight_begin,civil_twilight_end,nautical_twilight_begin,nautical_twilight_end,astronomical_twilight_begin,astronomical_twilight_end
2016-06-01,2016-06-01 07:25:10+10:00,2016-06-01 17:10:49+10:00,2016-06-01 12:17:59+10:00,35139,2016-06-01 06:57:40+10:00,2016-06-01 17:38:19+10:00,2016-06-01 06:25:06+10:00,2016-06-01 18:10:53+10:00,2016-06-01 05:53:24+10:00,2016-06-01 18:42:35+10:00
2016-12-16,2016-12-16 05:51:05+11:00,2016-12-16 20:40:28+11:00,2016-12-16 13:15:47+11:00,53363,2016-12-16 05:21:22+11:00,2016-12-16 21:10:11+11:00,2016-12-16 04:42:09+11:00,2016-12-16 21:49:24+11:00,2016-12-16 03:57:42+11:00,2016-12-16 22:33:51+11:00
2016-09-16,2016-09-16 06:17:13+10:00,2016-09-16 18:12:43+10:00,2016-09-16 12:14:58+10:00,42930,2016-09-16 05:52:24+10:00,2016-09-16 18:37:33+10:00,2016-09-16 05:21:56+10:00,2016-09-16 19:08:00+10:00,2016-09-16 04:51:12+10:00,2016-09-16 19:38:45+10:00
2018-02-10,2018-02-10 06:42:27+11:00,2018-02-10 20:26:13+11:00,2018-02-10 13:34:20+11:00,49426,2018-02-10 06:15:50+11:00,2018-02-10 20:52:51+11:00,2018-02-10 05:41:57+11:00,2018-02-10 21:26:44+11:00,2018-02-10 05:05:58+11:00,2018-02-10 22:02:43+11:00
2017-10-24,2017-10-24 06:21:20+11:00,2017-10-24 19:47:24+11:00,2017-10-24 13:04:22+11:00,48364,2017-10-24 05:55:16+11:00,2017-10-24 20:13:28+11:00,2017-10-24 05:22:20+11:00,2017-10-24 20:46:24+11:00,2017-10-24 04:47:46+11:00,2017-10-24 21:20:58+11:00
2014-06-27,2014-06-27 07:34:57+10:00,2014-06-27 17:11:17+10:00,2014-06-27 12:23:07+10:00,34580,2014-06-27 07:07:04+10:00,2014-06-27 17:39:10+10:00,2014-06-27 06:34:08+10:00,2014-06-27 18:12:06+10:00,2014-06-27 06:02:10+10:00,2014-06-27 18:44:04+10:00
2015-08-31,2015-08-31 06:42:36+10:00,2015-08-31 17:58:45+10:00,2015-08-31 12:20:41+10:00,40569,2015-08-31 06:17:30+10:00,2015-08-31 18:23:51+10:00,2015-08-31 05:47:02+10:00,2015-08-31 18:54:19+10:00,2015-08-31 05:16:39+10:00,2015-08-31 19:24:42+10:00
2017-04-21,2017-04-21 06:50:45+10:00,2017-04-21 17:47:02+10:00,2017-04-21 12:18:53+10:00,39377,2017-04-21 06:25:20+10:00,2017-04-21 18:12:26+10:00,2017-04-21 05:54:39+10:00,2017-04-21 18:43:08+10:00,2017-04-21 05:24:12+10:00,2017-04-21 19:13:35+10:00
2016-04-17,2016-04-17 06:47:21+10:00,2016-04-17 17:52:02+10:00,2016-04-17 12:19:42+10:00,39881,2016-04-17 06:22:06+10:00,2016-04-17 18:17:18+10:00,2016-04-17 05:51:31+10:00,2016-04-17 18:47:53+10:00,2016-04-17 05:21:07+10:00,2016-04-17 19:18:17+10:00
2018-02-21,2018-02-21 06:54:34+11:00,2018-02-21 20:13:00+11:00,2018-02-21 13:33:47+11:00,47906,2018-02-21 06:28:43+11:00,2018-02-21 20:38:51+11:00,2018-02-21 05:56:09+11:00,2018-02-21 21:11:25+11:00,2018-02-21 05:22:06+11:00,2018-02-21 21:45:27+11:00
2015-12-25,2015-12-25 05:54:51+11:00,2015-12-25 20:44:52+11:00,2015-12-25 13:19:51+11:00,53401,2015-12-25 05:25:06+11:00,2015-12-25 21:14:37+11:00,2015-12-25 04:45:49+11:00,2015-12-25 21:53:54+11:00,2015-12-25 04:01:15+11:00,2015-12-25 22:38:28+11:00
2016-02-22,2016-02-22 06:55:05+11:00,2016-02-22 20:12:22+11:00,2016-02-22 13:33:44+11:00,47837,2016-02-22 06:29:16+11:00,2016-02-22 20:38:11+11:00,2016-02-22 05:56:45+11:00,2016-02-22 21:10:42+11:00,2016-02-22 05:22:47+11:00,2016-02-22 21:44:40+11:00
2017-01-05,2017-01-05 06:03:39+11:00,2017-01-05 20:47:17+11:00,2017-01-05 13:25:28+11:00,53018,2017-01-05 05:34:16+11:00,2017-01-05 21:16:40+11:00,2017-01-05 04:55:39+11:00,2017-01-05 21:55:17+11:00,2017-01-05 04:12:14+11:00,2017-01-05 22:38:42+11:00
2015-05-14,2015-05-14 07:10:43+10:00,2015-05-14 17:22:15+10:00,2015-05-14 12:16:29+10:00,36692,2015-05-14 06:44:09+10:00,2015-05-14 17:48:48+10:00,2015-05-14 06:12:28+10:00,2015-05-14 18:20:30+10:00,2015-05-14 05:41:23+10:00,2015-05-14 18:51:34+10:00
2016-08-14,2016-08-14 07:04:29+10:00,2016-08-14 17:45:09+10:00,2016-08-14 12:24:49+10:00,38440,2016-08-14 06:38:44+10:00,2016-08-14 18:10:54+10:00,2016-08-14 06:07:45+10:00,2016-08-14 18:41:52+10:00,2016-08-14 05:37:10+10:00,2016-08-14 19:12:27+10:00
2016-05-21,2016-05-21 07:17:08+10:00,2016-05-21 17:16:21+10:00,2016-05-21 12:16:44+10:00,35953,2016-05-21 06:50:09+10:00,2016-05-21 17:43:20+10:00,2016-05-21 06:18:04+10:00,2016-05-21 18:15:25+10:00,2016-05-21 05:46:43+10:00,2016-05-21 18:46:46+10:00
2017-12-24,2017-12-24 05:54:33+11:00,2017-12-24 20:44:40+11:00,2017-12-24 13:19:36+11:00,53407,2017-12-24 05:24:48+11:00,2017-12-24 21:14:25+11:00,2017-12-24 04:45:31+11:00,2017-12-24 21:53:42+11:00,2017-12-24 04:00:56+11:00,2017-12-24 22:38:17+11:00
2020-03-31,2020-03-31 07:32:02+11:00,2020-03-31 19:16:31+11:00,2020-03-31 13:24:17+11:00,42269,2020-03-31 07:07:12+11:00,2020-03-31 19:41:22+11:00,2020-03-31 06:36:48+11:00,2020-03-31 20:11:46+11:00,2020-03-31 06:06:14+11:00,2020-03-31 20:42:20+11:00
2016-05-15,2016-05-15 07:12:13+10:00,2016-05-15 17:20:47+10:00,2016-05-15 12:16:30+10:00,36514,2016-05-15 06:45:33+10:00,2016-05-15 17:47:26+10:00,2016-05-15 06:13:46+10:00,2016-05-15 18:19:13+10:00,2016-05-15 05:42:38+10:00,2016-05-15 18:50:21+10:00
2017-01-06,2017-01-06 06:04:33+11:00,2017-01-06 20:47:16+11:00,2017-01-06 13:25:54+11:00,52963,2017-01-06 05:35:14+11:00,2017-01-06 21:16:35+11:00,2017-01-06 04:56:42+11:00,2017-01-06 21:55:07+11:00,2017-01-06 04:13:26+11:00,2017-01-06 22:38:23+11:00
2021-01-04,2021-01-04 06:02:47+11:00,2021-01-04 20:47:15+11:00,2021-01-04 13:25:01+11:00,53068,2021-01-04 05:33:22+11:00,2021-01-04 21:16:41+11:00,2021-01-04 04:54:39+11:00,2021-01-04 21:55:23+11:00,2021-01-04 04:11:05+11:00,2021-01-04 22:38:57+11:00
2020-05-21,2020-05-21 07:17:10+10:00,2020-05-21 17:16:20+10:00,2020-05-21 12:16:45+10:00,35950,2020-05-21 06:50:11+10:00,2020-05-21 17:43:19+10:00,2020-05-21 06:18:06+10:00,2020-05-21 18:15:24+10:00,2020-05-21 05:46:45+10:00,2020-05-21 18:46:45+10:00
2022-01-26,2022-01-26 06:25:22+11:00,2022-01-26 20:39:48+11:00,2022-01-26 13:32:35+11:00,51266,2022-01-26 05:57:30+11:00,2022-01-26 21:07:40+11:00,2022-01-26 05:21:30+11:00,2022-01-26 21:43:39+11:00,2022-01-26 04:42:19+11:00,2022-01-26 22:22:50+11:00
2018-09-17,2018-09-17 06:16:25+10:00,2018-09-17 18:13:10+10:00,2018-09-17 12:14:47+10:00,43005,2018-09-17 05:51:36+10:00,2018-09-17 18:37:59+10:00,2018-09-17 05:21:08+10:00,2018-09-17 19:08:27+10:00,2018-09-17 04:50:22+10:00,2018-09-17 19:39:13+10:00
2020-01-27,2020-01-27 06:25:55+11:00,2020-01-27 20:39:27+11:00,2020-01-27 13:32:41+11:00,51212,2020-01-27 05:58:06+11:00,2020-01-27 21:07:17+11:00,2020-01-27 05:22:10+11:00,2020-01-27 21:43:12+11:00,2020-01-27 04:43:06+11:00,2020-01-27 22:22:16+11:00
2014-10-21,2014-10-21 06:25:37+11:00,2014-10-21 19:44:04+11:00,2014-10-21 13:04:51+11:00,47907,2014-10-21 05:59:45+11:00,2014-10-21 20:09:56+11:00,2014-10-21 05:27:11+11:00,2014-10-21 20:42:30+11:00,2014-10-21 04:53:08+11:00,2014-10-21 21:16:33+11:00
2020-03-13,2020-03-13 07:15:20+11:00,2020-03-13 19:43:50+11:00,2020-03-13 13:29:35+11:00,44910,2020-03-13 06:50:22+11:00,2020-03-13 20:08:48+11:00,2020-03-13 06:19:27+11:00,2020-03-13 20:39:43+11:00,2020-03-13 05:47:52+11:00,2020-03-13 21:11:18+11:00
2016-10-19,2016-10-19 06:27:37+11:00,2016-10-19 19:42:35+11:00,2016-10-19 13:05:06+11:00,47698,2016-10-19 06:01:51+11:00,2016-10-19 20:08:22+11:00,2016-10-19 05:29:25+11:00,2016-10-19 20:40:47+11:00,2016-10-19 04:55:36+11:00,2016-10-19 21:14:36+11:00
2020-12-05,2020-12-05 05:49:43+11:00,2020-12-05 20:31:50+11:00,2020-12-05 13:10:46+11:00,52927,2020-12-05 05:20:25+11:00,2020-12-05 21:01:07+11:00,2020-12-05 04:41:57+11:00,2020-12-05 21:39:35+11:00,2020-12-05 03:58:48+11:00,2020-12-05 22:22:45+11:00
2015-12-20,2015-12-20 05:52:18+11:00,2015-12-20 20:42:27+11:00,2015-12-20 13:17:22+11:00,53409,2015-12-20 05:22:32+11:00,2015-12-20 21:12:12+11:00,2015-12-20 04:43:14+11:00,2015-12-20 21:51:30+11:00,2015-12-20 03:58:39+11:00,2015-12-20 22:36:05+11:00
2017-12-10,2017-12-10 05:49:46+11:00,2017-12-10 20:35:53+11:00,2017-12-10 13:12:50+11:00,53167,2017-12-10 05:20:15+11:00,2017-12-10 21:05:25+11:00,2017-12-10 04:41:23+11:00,2017-12-10 21:44:17+11:00,2017-12-10 03:57:32+11:00,2017-12-10 22:28:08+11:00
2018-08-27,2018-08-27 06:47:56+10:00,2018-08-27 17:55:39+10:00,2018-08-27 12:21:48+10:00,40063,2018-08-27 06:22:43+10:00,2018-08-27 18:20:52+10:00,2018-08-27 05:52:10+10:00,2018-08-27 18:51:25+10:00,2018-08-27 05:21:47+10:00,2018-08-27 19:21:48+10:00
2016-03-22,2016-03-22 07:23:46+11:00,2016-03-22 19:30:14+11:00,2016-03-22 13:27:00+11:00,43588,2016-03-22 06:58:57+11:00,2016-03-22 19:55:03+11:00,2016-03-22 06:28:23+11:00,2016-03-22 20:25:37+11:00,2016-03-22 05:57:26+11:00,2016-03-22 20:56:34+11:00
2018-09-24,2018-09-24 06:05:30+10:00,2018-09-24 18:19:07+10:00,2018-09-24 12:12:18+10:00,44017,2018-09-24 05:40:38+10:00,2018-09-24 18:43:59+10:00,2018-09-24 05:09:59+10:00,2018-09-24 19:14:38+10:00,2018-09-24 04:38:51+10:00,2018-09-24 19:45:46+10:00
2020-08-16,2020-08-16 07:01:58+10:00,2020-08-16 17:46:52+10:00,2020-08-16 12:24:25+10:00,38694,2020-08-16 06:36:19+10:00,2020-08-16 18:12:31+10:00,2020-08-16 06:05:26+10:00,2020-08-16 18:43:24+10:00,2020-08-16 05:34:53+10:00,2020-08-16 19:13:57+10:00
2015-10-25,2015-10-25 06:20:43+11:00,2015-10-25 19:47:53+11:00,2015-10-25 13:04:18+11:00,48430,2015-10-25 05:54:37+11:00,2015-10-25 20:14:00+11:00,2015-10-25 05:21:37+11:00,2015-10-25 20:46:59+11:00,2015-10-25 04:46:58+11:00,2015-10-25 21:21:38+11:00
2021-01-17,2021-01-17 06:15:37+11:00,2021-01-17 20:44:44+11:00,2021-01-17 13:30:10+11:00,52147,2021-01-17 05:47:02+11:00,2021-01-17 21:13:19+11:00,2021-01-17 05:09:48+11:00,2021-01-17 21:50:33+11:00,2021-01-17 04:28:40+11:00,2021-01-17 22:31:41+11:00
2018-05-23,2018-05-23 07:18:20+10:00,2018-05-23 17:15:23+10:00,2018-05-23 12:16:51+10:00,35823,2018-05-23 06:51:16+10:00,2018-05-23 17:42:27+10:00,2018-05-23 06:19:07+10:00,2018-05-23 18:14:36+10:00,2018-05-23 05:47:42+10:00,2018-05-23 18:46:00+10:00
2017-02-18,2017-02-18 06:51:36+11:00,2017-02-18 20:16:31+11:00,2017-02-18 13:34:03+11:00,48295,2017-02-18 06:25:34+11:00,2017-02-18 20:42:33+11:00,2017-02-18 05:52:42+11:00,2017-02-18 21:15:25+11:00,2017-02-18 05:18:12+11:00,2017-02-18 21:49:55+11:00
2014-10-23,2014-10-23 06:22:59+11:00,2014-10-23 19:46:06+11:00,2014-10-23 13:04:32+11:00,48187,2014-10-23 05:56:59+11:00,2014-10-23 20:12:05+11:00,2014-10-23 05:24:12+11:00,2014-10-23 20:44:52+11:00,2014-10-23 04:49:50+11:00,2014-10-23 21:19:14+11:00
2017-03-18,2017-03-18 07:19:49+11:00,2017-03-18 19:36:41+11:00,2017-03-18 13:28:15+11:00,44212,2017-03-18 06:54:57+11:00,2017-03-18 20:01:33+11:00,2017-03-18 06:24:15+11:00,2017-03-18 20:32:16+11:00,2017-03-18 05:53:01+11:00,2017-03-18 21:03:29+11:00
2018-01-20,2018-01-20 06:18:36+11:00,2018-01-20 20:43:28+11:00,2018-01-20 13:31:02+11:00,51892,2018-01-20 05:50:14+11:00,2018-01-20 21:11:50+11:00,2018-01-20 05:13:23+11:00,2018-01-20 21:48:42+11:00,2018-01-20 04:32:51+11:00,2018-01-20 22:29:13+11:00
2015-06-30,2015-06-30 07:35:00+10:00,2015-06-30 17:12:22+10:00,2015-06-30 12:23:41+10:00,34642,2015-06-30 07:07:10+10:00,2015-06-30 17:40:12+10:00,2015-06-30 06:34:17+10:00,2015-06-30 18:13:05+10:00,2015-06-30 06:02:20+10:00,2015-06-30 18:45:02+10:00
2020-12-11,2020-12-11 05:49:55+11:00,2020-12-11 20:36:54+11:00,2020-12-11 13:13:24+11:00,53219,2020-12-11 05:20:21+11:00,2020-12-11 21:06:28+11:00,2020-12-11 04:41:23+11:00,2020-12-11 21:45:25+11:00,2020-12-11 03:57:23+11:00,2020-12-11 22:29:26+11:00
2016-09-07,2016-09-07 06:31:04+10:00,2016-09-07 18:05:12+10:00,2016-09-07 12:18:08+10:00,41648,2016-09-07 06:06:10+10:00,2016-09-07 18:30:07+10:00,2016-09-07 05:35:46+10:00,2016-09-07 19:00:30+10:00,2016-09-07 05:05:18+10:00,2016-09-07 19:30:58+10:00
2017-11-12,2017-11-12 06:00:48+11:00,2017-11-12 20:07:44+11:00,2017-11-12 13:04:16+11:00,50816,2017-11-12 05:33:15+11:00,2017-11-12 20:35:16+11:00,2017-11-12 04:57:50+11:00,2017-11-12 21:10:41+11:00,2017-11-12 04:19:32+11:00,2017-11-12 21:48:59+11:00
2020-05-03,2020-05-03 07:01:47+10:00,2020-05-03 17:32:15+10:00,2020-05-03 12:17:01+10:00,37828,2020-05-03 06:35:47+10:00,2020-05-03 17:58:15+10:00,2020-05-03 06:04:35+10:00,2020-05-03 18:29:27+10:00,2020-05-03 05:33:52+10:00,2020-05-03 19:00:10+10:00
2015-09-20,2015-09-20 06:12:10+10:00,2015-09-20 18:15:28+10:00,2015-09-20 12:13:49+10:00,43398,2015-09-20 05:47:20+10:00,2015-09-20 18:40:17+10:00,2015-09-20 05:16:49+10:00,2015-09-20 19:10:49+10:00,2015-09-20 04:45:55+10:00,2015-09-20 19:41:42+10:00
2021-10-25,2021-10-25 06:20:01+11:00,2021-10-25 19:48:27+11:00,2021-10-25 13:04:14+11:00,48506,2021-10-25 05:53:53+11:00,2021-10-25 20:14:35+11:00,2021-10-25 05:20:50+11:00,2021-10-25 20:47:38+11:00,2021-10-25 04:46:05+11:00,2021-10-25 21:22:23+11:00
2014-08-07,2014-08-07 07:13:06+10:00,2014-08-07 17:38:51+10:00,2014-08-07 12:25:58+10:00,37545,2014-08-07 06:46:58+10:00,2014-08-07 18:04:59+10:00,2014-08-07 06:15:40+10:00,2014-08-07 18:36:17+10:00,2014-08-07 05:44:51+10:00,2014-08-07 19:07:06+10:00
2022-01-09,2022-01-09 06:07:09+11:00,2022-01-09 20:47:01+11:00,2022-01-09 13:27:05+11:00,52792,2022-01-09 05:38:00+11:00,2022-01-09 21:16:11+11:00,2022-01-09 04:59:45+11:00,2022-01-09 21:54:25+11:00,2022-01-09 04:16:58+11:00,2022-01-09 22:37:13+11:00
2021-05-18,2021-05-18 07:14:32+10:00,2021-05-18 17:18:36+10:00,2021-05-18 12:16:34+10:00,36244,2021-05-18 06:47:44+10:00,2021-05-18 17:45:25+10:00,2021-05-18 06:15:48+10:00,2021-05-18 18:17:21+10:00,2021-05-18 05:44:34+10:00,2021-05-18 18:48:35+10:00
2016-08-09,2016-08-09 07:10:21+10:00,2016-08-09 17:40:57+10:00,2016-08-09 12:25:39+10:00,37836,2016-08-09 06:44:20+10:00,2016-08-09 18:06:57+10:00,2016-08-09 06:13:09+10:00,2016-08-09 18:38:09+10:00,2016-08-09 05:42:26+10:00,2016-08-09 19:08:52+10:00
2016-01-25,2016-01-25 06:23:37+11:00,2016-01-25 20:40:51+11:00,2016-01-25 13:32:14+11:00,51434,2016-01-25 05:55:38+11:00,2016-01-25 21:08:51+11:00,2016-01-25 05:19:24+11:00,2016-01-25 21:45:04+11:00,2016-01-25 04:39:53+11:00,2016-01-25 22:24:36+11:00
2014-08-04,2014-08-04 07:16:13+10:00,2014-08-04 17:36:21+10:00,2014-08-04 12:26:17+10:00,37208,2014-08-04 06:49:55+10:00,2014-08-04 18:02:39+10:00,2014-08-04 06:18:28+10:00,2014-08-04 18:34:06+10:00,2014-08-04 05:47:34+10:00,2014-08-04 19:05:00+10:00
2017-07-15,2017-07-15 07:31:06+10:00,2017-07-15 17:21:07+10:00,2017-07-15 12:26:07+10:00,35401,2017-07-15 07:03:47+10:00,2017-07-15 17:48:27+10:00,2017-07-15 06:31:22+10:00,2017-07-15 18:20:52+10:00,2017-07-15 05:59:47+10:00,2017-07-15 18:52:27+10:00
2020-06-13,2020-06-13 07:31:41+10:00,2020-06-13 17:08:48+10:00,2020-06-13 12:20:14+10:00,34627,2020-06-13 07:03:50+10:00,2020-06-13 17:36:39+10:00,2020-06-13 06:30:56+10:00,2020-06-13 18:09:32+10:00,2020-06-13 05:58:59+10:00,2020-06-13 18:41:29+10:00
2020-05-14,2020-05-14 07:11:24+10:00,2020-05-14 17:21:35+10:00,2020-05-14 12:16:29+10:00,36611,2020-05-14 06:44:47+10:00,2020-05-14 17:48:11+10:00,2020-05-14 06:13:03+10:00,2020-05-14 18:19:56+10:00,2020-05-14 05:41:57+10:00,2020-05-14 18:51:01+10:00
2017-12-28,2017-12-28 05:57:05+11:00,2017-12-28 20:46:05+11:00,2017-12-28 13:21:35+11:00,53340,2017-12-28 05:27:24+11:00,2017-12-28 21:15:46+11:00,2017-12-28 04:48:13+11:00,2017-12-28 21:54:57+11:00,2017-12-28 04:03:51+11:00,2017-12-28 22:39:19+11:00
2015-11-22,2015-11-22 05:54:07+11:00,2015-11-22 20:18:03+11:00,2015-11-22 13:06:05+11:00,51836,2015-11-22 05:25:47+11:00,2015-11-22 20:46:23+11:00,2015-11-22 04:49:00+11:00,2015-11-22 21:23:09+11:00,2015-11-22 04:08:36+11:00,2015-11-22 22:03:34+11:00
2018-08-23,2018-08-23 06:53:29+10:00,2018-08-23 17:52:18+10:00,2018-08-23 12:22:53+10:00,39529,2018-08-23 06:28:06+10:00,2018-08-23 18:17:40+10:00,2018-08-23 05:57:27+10:00,2018-08-23 18:48:20+10:00,2018-08-23 05:27:01+10:00,2018-08-23 19:18:46+10:00
2021-04-12,2021-04-12 06:42:40+10:00,2021-04-12 17:59:17+10:00,2021-04-12 12:20:58+10:00,40597,2021-04-12 06:17:35+10:00,2021-04-12 18:24:22+10:00,2021-04-12 05:47:07+10:00,2021-04-12 18:54:50+10:00,2021-04-12 05:16:43+10:00,2021-04-12 19:25:13+10:00
2018-04-02,2018-04-02 06:33:23+10:00,2018-04-02 18:14:18+10:00,2018-04-02 12:23:50+10:00,42055,2018-04-02 06:08:32+10:00,2018-04-02 18:39:09+10:00,2018-04-02 05:38:08+10:00,2018-04-02 19:09:33+10:00,2018-04-02 05:07:36+10:00,2018-04-02 19:40:04+10:00
2015-08-07,2015-08-07 07:13:22+10:00,2015-08-07 17:38:39+10:00,2015-08-07 12:26:00+10:00,37517,2015-08-07 06:47:13+10:00,2015-08-07 18:04:48+10:00,2015-08-07 06:15:54+10:00,2015-08-07 18:36:07+10:00,2015-08-07 05:45:05+10:00,2015-08-07 19:06:55+10:00
2016-03-05,2016-03-05 07:07:29+11:00,2016-03-05 19:55:44+11:00,2016-03-05 13:31:37+11:00,46095,2016-03-05 06:42:16+11:00,2016-03-05 20:20:57+11:00,2016-03-05 06:10:50+11:00,2016-03-05 20:52:23+11:00,2016-03-05 05:38:28+11:00,2016-03-05 21:24:45+11:00
2020-10-14,2020-10-14 06:34:32+11:00,2020-10-14 19:37:43+11:00,2020-10-14 13:06:07+11:00,46991,2020-10-14 06:09:02+11:00,2020-10-14 20:03:13+11:00,2020-10-14 05:37:05+11:00,2020-10-14 20:35:10+11:00,2020-10-14 05:03:58+11:00,2020-10-14 21:08:17+11:00
2021-06-14,2021-06-14 07:32:00+10:00,2021-06-14 17:08:48+10:00,2021-06-14 12:20:24+10:00,34608,2021-06-14 07:04:08+10:00,2021-06-14 17:36:40+10:00,2021-06-14 06:31:13+10:00,2021-06-14 18:09:35+10:00,2021-06-14 05:59:16+10:00,2021-06-14 18:41:32+10:00
2017-02-24,2017-02-24 06:58:01+11:00,2017-02-24 20:08:42+11:00,2017-02-24 13:33:21+11:00,47441,2017-02-24 06:32:21+11:00,2017-02-24 20:34:22+11:00,2017-02-24 06:00:07+11:00,2017-02-24 21:06:36+11:00,2017-02-24 05:26:34+11:00,2017-02-24 21:40:09+11:00
2021-06-20,2021-06-20 07:33:56+10:00,2021-06-20 17:09:28+10:00,2021-06-20 12:21:42+10:00,34532,2021-06-20 07:06:01+10:00,2021-06-20 17:37:23+10:00,2021-06-20 06:33:03+10:00,2021-06-20 18:10:20+10:00,2021-06-20 06:01:03+10:00,2021-06-20 18:42:20+10:00
2020-07-16,2020-07-16 07:30:28+10:00,2020-07-16 17:22:01+10:00,2020-07-16 12:26:15+10:00,35493,2020-07-16 07:03:12+10:00,2020-07-16 17:49:17+10:00,2020-07-16 06:30:51+10:00,2020-07-16 18:21:38+10:00,2020-07-16 05:59:19+10:00,2020-07-16 18:53:11+10:00
2015-08-30,2015-08-30 06:44:03+10:00,2015-08-30 17:57:55+10:00,2015-08-30 12:20:59+10:00,40432,2015-08-30 06:18:55+10:00,2015-08-30 18:23:03+10:00,2015-08-30 05:48:26+10:00,2015-08-30 18:53:32+10:00,2015-08-30 05:18:03+10:00,2015-08-30 19:23:55+10:00
2016-02-28,2016-02-28 07:01:24+11:00,2016-02-28 20:04:16+11:00,2016-02-28 13:32:50+11:00,46972,2016-02-28 06:35:55+11:00,2016-02-28 20:29:45+11:00,2016-02-28 06:03:59+11:00,2016-02-28 21:01:41+11:00,2016-02-28 05:30:53+11:00,2016-02-28 21:34:47+11:00
2017-12-29,2017-12-29 05:57:47+11:00,2017-12-29 20:46:21+11:00,2017-12-29 13:22:04+11:00,53314,2017-12-29 05:28:08+11:00,2017-12-29 21:16:01+11:00,2017-12-29 04:49:00+11:00,2017-12-29 21:55:09+11:00,2017-12-29 04:04:42+11:00,2017-12-29 22:39:26+11:00
2018-08-15,2018-08-15 07:03:51+10:00,2018-08-15 17:45:35+10:00,2018-08-15 12:24:43+10:00,38504,2018-08-15 06:38:07+10:00,2018-08-15 18:11:19+10:00,2018-08-15 06:07:10+10:00,2018-08-15 18:42:16+10:00,2018-08-15 05:36:36+10:00,2018-08-15 19:12:50+10:00
2016-06-14,2016-06-14 07:32:04+10:00,2016-06-14 17:08:48+10:00,2016-06-14 12:20:26+10:00,34604,2016-06-14 07:04:12+10:00,2016-06-14 17:36:40+10:00,2016-06-14 06:31:17+10:00,2016-06-14 18:09:35+10:00,2016-06-14 05:59:20+10:00,2016-06-14 18:41:32+10:00
2016-11-26,2016-11-26 05:51:51+11:00,2016-11-26 20:23:03+11:00,2016-11-26 13:07:27+11:00,52272,2016-11-26 05:23:09+11:00,2016-11-26 20:51:45+11:00,2016-11-26 04:45:44+11:00,2016-11-26 21:29:10+11:00,2016-11-26 04:04:17+11:00,2016-11-26 22:10:37+11:00
2018-10-02,2018-10-02 05:53:07+10:00,2018-10-02 18:26:07+10:00,2018-10-02 12:09:37+10:00,45180,2018-10-02 05:28:06+10:00,2018-10-02 18:51:08+10:00,2018-10-02 04:57:04+10:00,2018-10-02 19:22:10+10:00,2018-10-02 04:25:20+10:00,2018-10-02 19:53:54+10:00
2022-01-24,2022-01-24 06:23:06+11:00,2022-01-24 20:41:08+11:00,2022-01-24 13:32:07+11:00,51482,2022-01-24 05:55:04+11:00,2022-01-24 21:09:10+11:00,2022-01-24 05:18:46+11:00,2022-01-24 21:45:27+11:00,2022-01-24 04:39:09+11:00,2022-01-24 22:25:05+11:00
2016-09-04,2016-09-04 06:35:36+10:00,2016-09-04 18:02:42+10:00,2016-09-04 12:19:09+10:00,41226,2016-09-04 06:10:37+10:00,2016-09-04 18:27:41+10:00,2016-09-04 05:40:13+10:00,2016-09-04 18:58:05+10:00,2016-09-04 05:09:48+10:00,2016-09-04 19:28:30+10:00
2017-05-04,2017-05-04 07:02:25+10:00,2017-05-04 17:31:28+10:00,2017-05-04 12:16:57+10:00,37743,2017-05-04 06:36:23+10:00,2017-05-04 17:57:30+10:00,2017-05-04 06:05:09+10:00,2017-05-04 18:28:44+10:00,2017-05-04 05:34:24+10:00,2017-05-04 18:59:29+10:00
2021-01-09,2021-01-09 06:07:23+11:00,2021-01-09 20:46:59+11:00,2021-01-09 13:27:11+11:00,52776,2021-01-09 05:38:15+11:00,2021-01-09 21:16:08+11:00,2021-01-09 05:00:02+11:00,2021-01-09 21:54:21+11:00,2021-01-09 04:17:17+11:00,2021-01-09 22:37:06+11:00
2017-02-25,2017-02-25 06:59:04+11:00,2017-02-25 20:07:21+11:00,2017-02-25 13:33:12+11:00,47297,2017-02-25 06:33:28+11:00,2017-02-25 20:32:57+11:00,2017-02-25 06:01:19+11:00,2017-02-25 21:05:05+11:00,2017-02-25 05:27:55+11:00,2017-02-25 21:38:30+11:00
2017-06-04,2017-06-04 07:26:54+10:00,2017-06-04 17:09:59+10:00,2017-06-04 12:18:26+10:00,34985,2017-06-04 06:59:18+10:00,2017-06-04 17:37:35+10:00,2017-06-04 06:26:38+10:00,2017-06-04 18:10:14+10:00,2017-06-04 05:54:52+10:00,2017-06-04 18:42:01+10:00
2018-02-14,2018-02-14 06:46:56+11:00,2018-02-14 20:21:41+11:00,2018-02-14 13:34:18+11:00,48885,2018-02-14 06:20:37+11:00,2018-02-14 20:48:00+11:00,2018-02-14 05:47:14+11:00,2018-02-14 21:21:23+11:00,2018-02-14 05:12:00+11:00,2018-02-14 21:56:36+11:00
2017-08-04,2017-08-04 07:15:57+10:00,2017-08-04 17:36:35+10:00,2017-08-04 12:26:16+10:00,37238,2017-08-04 06:49:40+10:00,2017-08-04 18:02:52+10:00,2017-08-04 06:18:13+10:00,2017-08-04 18:34:19+10:00,2017-08-04 05:47:20+10:00,2017-08-04 19:05:12+10:00
